Iteration,AverageDiscountedReturn,AverageReturn,ExplainedVariance,NumTrajs,Entropy,Perplexity,StdReturn,MaxReturn,MinReturn,AveragePolicyStd,LossBefore,LossAfter,MeanKLBefore,MeanKL,dLoss
0,13.619063474115746,56.10942104287186,1.0098588631990424e-11,21,1.418938533204673,4.132731354122494,94.84715294856643,107.64379283071038,-363.949627501279,1.0,5.937957960785537e-18,-0.005857638591402209,0.0,0.058278423914468,0.0058576385914022155
1,-11.898499358182045,-180.0639817025626,0.3112773907987808,48,1.4221444641292178,4.146001866179822,57.59976117072177,-103.84455634383829,-277.56265994885166,1.0032110754172514,-7.913362594070174e-17,-0.0011823075871004952,0.0,0.00286287883829561,0.001182307587100416
2,-8.813497844625537,-202.89168800671396,0.8851818684865955,44,1.4274388380418146,4.168010560019618,60.90727368441832,-85.33943067920228,-310.4266375577172,1.0085365350113873,-8.36017220191684e-16,-0.004194714725017744,0.0,0.032569846092156636,0.004194714725016908
3,-3.686912920526266,-183.7923978473129,0.27419959557074625,43,1.4595447626122857,4.303999740696069,97.06062737812232,82.53801941338828,-420.76339195481216,1.0414419355864337,3.663450802458035e-17,-0.0006883490479880482,0.0,0.0031931305814863133,0.0006883490479880849
4,-3.888162150098491,-140.16379303393472,0.3702851174023536,47,1.4697867206896726,4.348307638103515,96.23634997997708,97.55451837921339,-426.3475208678109,1.052163149624033,9.769275926482635e-17,-0.0008406032952113627,0.0,0.0015136747948846724,0.0008406032952114604
5,-3.4717847686500503,-142.26967820227793,0.4153062079793015,49,1.4839214753025918,4.410206330397955,87.83380122083479,108.11762176619133,-360.29900528205263,1.0671408210453062,-9.268360069824558e-17,-0.0002242405215559422,0.0,0.0035180647830629127,0.00022424052155584951
6,-6.899547457300902,-108.59727265633278,0.5436749177852609,65,1.4925872516216312,4.4485902650687095,60.511779158395846,64.9560720714152,-275.89530965145883,1.076428609527483,1.8968920973378836e-16,-0.012136392438462791,0.0,0.05430173826373765,0.01213639243846298
7,11.469921308228788,-106.82074271365197,-0.334535359900892,26,1.5050445373376284,4.504354237766675,179.22724351083403,107.58130360042409,-325.20149850057885,1.0899218584032762,4.2606982671223287e-16,-0.001094142881438851,0.0,0.052194979756722396,0.001094142881439277
8,1.724296738024604,-210.33205795737143,0.5155962830920089,35,1.511188656926668,4.53211472341647,100.30936216757,85.51590069555381,-302.85077318350574,1.0966390832289599,-3.6709598456900907e-16,-6.322624041457797e-05,0.0,8.668099916051106e-05,6.322624041421087e-05
9,0.6247130327207225,-196.83985802545823,0.600249086254637,37,1.5112923844149175,4.532584852675431,101.57895313270353,85.86151159269893,-302.78155973703593,1.0967528407463687,-1.261749310567891e-16,-0.00020717866501300593,0.0,0.0021330199094803074,0.00020717866501287975
10,-2.947384188225997,-153.12818382071953,0.5167097452597804,43,1.511900418545623,4.535341656996802,102.88843221547855,94.58068601738141,-292.2407488354139,1.097419906685369,-3.866710821335809e-16,-0.02576890769252512,0.0,0.0984896901213807,0.025768907692524736
11,20.206177179912128,85.20352191009596,-63.74364542568554,20,1.5251016057977604,4.595610486255205,13.400071439933297,111.17570490957783,66.89918507503631,1.112003198966944,-1.2849721287011562e-16,-0.002354393809869154,0.0,0.07401790298001007,0.0023543938098690258
12,-5.349421067497078,-177.8616772060459,-0.014123493159552414,43,1.5289522911268751,4.613340851252654,100.8410935871544,53.63384536989099,-318.4456256901839,1.116293428231367,-1.2072370271688125e-16,-0.0013288821391028035,0.0,0.04682442334638601,0.0013288821391026827
13,-14.389545555310828,-74.00354857083141,0.8163746974454472,93,1.5552802633217102,4.736413782219598,51.60546870909227,-36.86187248632659,-267.7973882507049,1.1460734745061327,4.0477181401144476e-16,-0.0012859867533408576,0.0,0.037634195045020497,0.0012859867533412624
14,-11.724687701220983,-44.06262515533251,0.935080063078963,126,1.5422902593784966,4.675285635507527,8.844656250280622,-25.343088728310512,-82.78862313952581,1.1312822525576995,-6.05394758259598e-17,-0.0069834813213491545,0.0,0.08473297935632401,0.006983481321349094
15,-8.596439143607796,-36.78619775136844,0.990721508816352,133,1.5361596682836176,4.646711050069877,5.648888731950051,-23.968420450711392,-53.844446634580116,1.124368039416518,8.613188989369738e-17,-1.7656177074834015e-05,0.0,0.010490117761646732,1.7656177074920148e-05
16,-8.60839262639462,-37.06172886793452,0.9946089641484688,132,1.534004736711594,4.636708487012244,5.619702199526322,-23.28799095562549,-54.79378110753707,1.1219477119864132,-5.513933806195919e-17,-0.0004976590328483412,0.0,0.012932753539228563,0.0004976590328482861
17,-8.57561843352571,-36.73155203813546,0.9941688484556319,133,1.5002608652908274,4.482858339965096,5.761350865284228,-23.466045136606986,-50.645039246663345,1.0847204804380388,-2.2631852621260795e-17,-0.00024551641007500226,0.0,0.0041837807097653695,0.00024551641007497965
18,-8.287180818004744,-36.84751776456284,0.9922970734378288,132,1.4814222368828343,4.399197935329959,6.8425089376717265,-21.331085455909296,-58.82807918841079,1.0644771117149097,7.517941214350791e-18,-0.016636711829941846,0.0,0.09580489409386916,0.016636711829941853
19,-7.086922416332152,-33.65725892581824,0.9950844732471679,136,1.4192114959654982,4.1338595898588295,4.474912023880019,-22.560529904090266,-46.85991639062467,1.00027300001855,3.969426011756112e-17,-0.0003952528775098009,0.0,0.0011748129619895782,0.0003952528775098406
