Iteration,AverageDiscountedReturn,AverageReturn,ExplainedVariance,NumTrajs,Entropy,Perplexity,StdReturn,MaxReturn,MinReturn,AveragePolicyStd,LossBefore,LossAfter,MeanKLBefore,MeanKL,dLoss
0,-17.411120886857283,-139.8291530489209,2.615685446016869e-12,59,1.418938533204673,4.132731354122494,60.244857016336745,-39.01388899377406,-347.3415609954304,1.0,-3.587754817880661e-17,-0.0001814904280014231,0.0,2.1612049741872367e-05,0.0001814904280013872
1,-20.36382252265883,-130.82744857136416,0.7240758293288325,67,1.4206920460615027,4.139984509077499,61.960775190459366,-31.092302647426855,-355.5929032404929,1.0017550511595128,-2.4103597752222465e-17,-0.0029774476873614657,0.0,0.0024395027188283936,0.0029774476873614415
2,-18.79355246875997,-132.66348862251994,0.261317921516496,61,1.4219166568726354,4.145057484441493,83.89734254727915,125.92169847057043,-423.48208857622785,1.002982562683805,8.457576935024624e-17,-0.00630613751151848,0.0,0.004583647863253272,0.006306137511518565
3,-13.270339582510735,-155.9691924639329,0.48118370610814654,51,1.415640653590067,4.119124552765804,109.44509842954946,106.93109836607421,-364.5825137312452,0.9967075524173338,1.4824969164880743e-17,-3.4996488836052713e-05,0.0,1.2742940296626948e-05,3.499648883606754e-05
4,-14.66478677471502,-139.85728268276748,0.16369166609738195,50,1.4150402927926604,4.116652334050544,104.55740298304364,124.65832139557405,-346.5838736775096,0.9961093478636323,-1.1880828211573103e-16,-0.00018208722082718411,0.0,0.0002112147754097409,0.0001820872208270653
5,-12.322397669814904,-152.22117208842465,0.4697371757470622,46,1.418157453693784,4.129504622668741,103.14456264306332,125.14210011004049,-305.19124582783417,0.9992192254523078,-2.4383372392756596e-16,-0.004624306935783608,0.0,0.003094100626831196,0.004624306935783364
6,-0.11914611583460105,-135.0971298145826,0.27344652953450344,31,1.4232303732678548,4.150506492860098,154.4437627713279,123.96438158791099,-322.7142483031984,1.0043010631987668,1.1707935113575935e-16,-0.005654140304267192,0.0,0.004432932303595352,0.0056541403042673095
7,11.872902140490451,3.8371800577013055,-0.40368916536594845,24,1.430407447926143,4.180402141150977,143.17883612357946,124.51912937860904,-349.85115266742645,1.0115349348756804,1.8748992626078556e-16,-1.8396331878438845e-05,0.0,2.067330444484033e-05,1.8396331878626334e-05
8,1.8840432462194718,-45.4791180424509,0.11999805246752626,28,1.4299524427955934,4.178500469397004,155.3642495567417,146.75141398400697,-345.8612179517156,1.0110747859835738,-1.9421988238460015e-17,-0.001864308900981574,0.0,0.002906127881954775,0.0018643089009815544
9,15.703138965370766,5.637622538882508,0.003988380168335581,22,1.4288490056233105,4.173892299535196,169.0784242121904,136.1066388809618,-361.8950860671076,1.0099597437834051,9.305281343752406e-17,-4.1291142287740694e-05,0.0,0.0009510281533256234,4.1291142287833745e-05
10,10.48397585850728,-27.72408567122116,0.0750634774480392,24,1.4264124863705876,4.163734909951277,173.70856185205363,154.63165058961818,-372.19909693300104,1.0075019528665607,-1.6963976894967775e-16,-0.006646664020751957,0.0,0.0028311294183690472,0.006646664020751787
11,17.015752212745692,66.52782657794164,-0.3573043290623332,21,1.4250422203912005,4.158033392846556,84.0676740492096,118.33666691030989,-300.8848943215727,1.0061223526418726,1.5175251251435521e-16,-0.0011394216422458893,0.0,0.0030255930197992556,0.0011394216422460411
12,16.904300691694836,79.27736225072091,-0.8870843080292967,20,1.4275215528263,4.16835533037343,13.4570542477507,115.14607380764504,59.80484435241851,1.008619959343692,7.613909502879323e-17,-0.0009606828650404445,0.0,0.004883275647135257,0.0009606828650405206
13,17.760359658463784,69.00089741313737,-0.03380985365291056,21,1.427284390241239,4.167366869665408,69.70414808243336,137.9556432531133,-223.95801728104772,1.0083807807900127,-1.7151348871403258e-17,-7.744024795227311e-05,0.0,0.002339785338011463,7.744024795225595e-05
14,21.13470597041458,54.60412199284914,0.046729464699394985,21,1.4253247878256705,4.159208483688196,108.69037394367841,109.48472007873107,-426.47769820790785,1.0064066902242013,-1.3963067343580034e-16,-0.0009473857621905494,0.0,0.002605718469616596,0.0009473857621904098
15,15.852389800784271,78.69550013039968,-0.5769700649934262,20,1.4240460636479038,4.153893402225558,23.27199384836202,151.6593559272242,54.31213871517931,1.0051205961118082,-1.3200551762793112e-16,-0.0016128840143140408,0.0,0.0027930510892767934,0.0016128840143139088
16,17.013929051237692,76.69733457573504,0.15669226603866349,20,1.424266683248185,4.154809933626246,13.838874436759628,95.98076407676854,40.79584570778363,1.0053423698788766,-3.982369989330437e-17,-0.004035341641112778,0.0,0.004185338933212629,0.004035341641112738
17,17.186577006271996,97.60268927778552,0.20005869289450162,20,1.4260137839560831,4.1620751496865225,17.07170489543183,128.31317618102082,71.17746888344975,1.0071003394727696,-6.45261621912141e-17,-0.0033215230799154504,0.0,0.003684000922462009,0.0033215230799153858
18,18.4427934828413,115.31497689404682,0.41494157181441915,20,1.4266047875891419,4.164535678240089,21.100654365340866,144.9811649888512,82.60573020235664,1.0076957153495767,3.7050362777790726e-16,-0.004807336154345865,0.0,0.0038635185882556437,0.004807336154346235
19,21.441204412277642,129.56590883415632,0.5125331164609659,20,1.4306177067774686,4.18128120011498,23.258868003053422,176.42403540191697,80.27989019583943,1.0117476414100959,5.617728504603292e-17,-0.0013139069221671062,0.0,0.0020464692607207323,0.0013139069221671624
20,20.005198044370836,138.5366363948309,0.6397380532589878,20,1.4302773199835954,4.179858189413755,22.886285222614408,182.79849653535157,89.47251436599655,1.0114033144797214,2.1581070264176106e-16,-0.000969187354989052,0.0,0.00297820572759093,0.0009691873549892678
21,20.501209200917536,122.40695466384635,0.060488629453468556,21,1.4320436766141993,4.187247834094232,109.30029571756063,197.72053984427706,-354.1702114392053,1.0131913921569953,-9.311186958469501e-17,-0.0014751834924364045,0.0,0.004888223124454354,0.0014751834924363115
22,20.566748045606573,116.2794715627888,0.008239887554453595,22,1.4327368207395907,4.190151206443494,77.18756418517421,200.0332954143233,-153.89344843339794,1.013893923267894,2.99070449105983e-17,-0.002778868218723725,0.0,0.0038331242419690882,0.002778868218723755
23,16.494573808192182,94.57787432589947,0.0655503231231167,22,1.4294792398591258,4.176523658458112,112.06998578023723,165.6427322002792,-235.4349057528317,1.0105964556084535,-3.3956156558555454e-16,-0.0021428390721367377,0.0,0.0031394052629011887,0.002142839072136398
24,20.823700877212897,116.94691793555148,0.0053717487289305366,21,1.4262398174937052,4.16301602458709,100.68244186329561,163.08282726626385,-328.8698555845283,1.0073280036541425,2.3029258023666496e-17,-1.6804880140923397e-05,0.0,0.0006698417821956883,1.6804880140946426e-05
25,14.55021645026439,91.4431925046098,0.007165589277060791,22,1.424414856560144,4.155425611187036,121.93901613779121,157.21294627173035,-319.9323593466179,1.0054913458243315,2.816196271252669e-16,-0.0032978863230407524,0.0,0.0026414464415068554,0.003297886323041034
26,14.25836216168057,120.81381847029996,0.27647674759156016,21,1.4262284287155478,4.1629686131911,57.43076476205185,164.7460091939775,-129.54604424037842,1.0073165314843036,1.0746893378488056e-16,-0.0020611562696497662,0.0,0.002446704781815498,0.002061156269649874
27,11.345972795488844,71.72305715922508,0.0074722342400803665,23,1.4281349179448701,4.170912838397811,128.1717026195533,148.85386395088955,-335.19398151270195,1.0092388014133145,5.598243735732688e-16,-0.0020020315311996533,0.0,0.0032935093381156505,0.002002031531200213
28,16.732558958670747,107.6017812169655,0.06672641218431641,21,1.4256429372715436,4.160531944080484,95.24433061895347,160.75359729743235,-314.2854385847294,1.0067269288941945,-1.9334023495759225e-16,-0.00035236652333127573,0.0,0.0024358879119112465,0.0003523665233310824
