Iteration,AverageDiscountedReturn,AverageReturn,ExplainedVariance,NumTrajs,Entropy,Perplexity,StdReturn,MaxReturn,MinReturn,AveragePolicyStd,LossBefore,LossAfter,MeanKLBefore,MeanKL,dLoss
0,54.24973750543105,152.63397155976605,1.4656054148076691e-12,12,1.4189385332046724,4.132731354122492,227.4014630281456,366.7195149138261,-144.0387081766714,1.0,-9.936663777800684e-18,-0.004435950763221619,0.0,0.0035155854998463187,0.004435950763221609
1,49.28239192079465,199.8645544078104,0.049029506781857135,11,1.4241672198889024,4.154396702824069,208.9455326218957,360.87648483218834,-150.5676951115225,1.0052423801222805,1.0162381609247665e-16,-0.0006666306855839985,0.0,0.0019824521695161095,0.0006666306855841001
2,46.77687560982558,300.29438130539114,-2.068306755573198,10,1.4238434967039209,4.153052045951799,18.905173230455574,342.9422304521559,275.83171415466364,1.004917012524668,-8.554268404736831e-17,-0.0013748372633931843,0.0,0.002872180208867425,0.0013748372633930988
3,40.191509514151655,144.35062474480756,-0.009700863507487112,12,1.4283726555305152,4.171904539023533,203.6425119435489,317.1981236281483,-174.4586892272349,1.0094787639322276,1.296071317240491e-16,-0.0073301681390767585,0.0,0.003582880623964813,0.007330168139076888
4,41.90970060600753,260.80602959333925,-0.10984951716633629,11,1.4248090502446367,4.157063976614783,129.84373818594597,325.5901382723349,-145.66480448162605,1.0058877822939107,2.929435623266119e-16,-0.001891884105337463,0.0,0.0030244465675884034,0.001891884105337756
5,40.10493158077358,181.29101651094905,0.050112353675512145,11,1.4104903195670921,4.097964223593243,194.0622306212107,326.417434268844,-146.37888034447806,0.9915873722363859,5.639529405426888e-17,-0.006148254221598319,0.0,0.003222948429489737,0.006148254221598376
6,39.60865920746486,262.46254069356877,-0.015328979842982982,11,1.403014810799014,4.067444075057735,131.85762383186915,341.33820382600777,-149.816596397652,0.9842023897828168,-2.4602223811998826e-16,-0.0017413204738440707,0.0,0.004023619248201496,0.0017413204738438246
7,30.442894559185003,191.51533907587375,0.031888127994782134,11,1.408788191620399,4.090994897188988,167.85382598262933,290.16469214747065,-168.6524014284815,0.9899009992769384,-6.268940956160549e-18,-0.008112015532421286,0.0,0.0028751212483381487,0.00811201553242128
8,35.329686769675995,277.9894476285854,0.3973995897109207,10,1.406935170143054,4.083421215045763,7.907188844400881,292.47055772227196,266.8610454178666,0.9880683899214641,-3.5205172110863713e-17,-0.00021885730709616933,0.0,0.001973516963945824,0.00021885730709613412
9,31.422588941335725,270.28454939549954,0.9642059415268556,10,1.4053465118057171,4.076939204101282,9.550671191950439,284.8177086208856,253.82316237625955,0.9864999330368868,-1.8485213360008857e-17,-0.004459444597220969,0.0,0.002400665913981409,0.0044594445972209506
10,34.232581759205196,273.4672392609674,0.9700518238903665,10,1.40136022589798,4.06071970805748,12.433210419113875,297.8321665051204,258.70791508201495,0.9825752898278326,-2.573496971081113e-17,-0.00013373809487316824,0.0,0.0003443281709811567,0.00013373809487314252
11,31.888929404309884,275.0384852710989,0.9613538382995711,10,1.3991963560212768,4.05194233897064,13.578286738001466,288.83023583673764,240.94530249081237,0.9804514234705178,2.5298652062133444e-16,-0.009360675864933705,0.0,0.0038138758236400975,0.009360675864933958
12,35.26028344641448,290.7916939973491,0.945934787217193,10,1.3981512252717818,4.047709741631088,18.584775998945315,320.16233529448067,259.7364919130781,0.9794272588256694,-9.28368493191556e-17,-0.0069999884911578075,0.0,0.0027038038800447283,0.006999988491157715
13,39.80377521889285,317.071361873599,0.9548328749813046,10,1.3972972597041713,4.044254612374735,8.822383780096539,332.342571706711,303.2140880623209,0.9785912186962021,2.5424107263916085e-16,-0.004417439169315435,0.0,0.0020750758425805566,0.0044174391693156895
14,43.59238831575025,322.05965521287754,0.9553707745008256,10,1.3950717481576065,4.0352640850096435,15.14798874853498,359.1152141008807,303.08364660506874,0.9764157742758616,4.137301612416877e-16,-0.007791671830245464,0.0,0.0028061900144207143,0.007791671830245878
15,50.18780597861484,337.2005701295455,0.918128953240602,10,1.3978654909859929,4.046553337399019,14.80702125853336,361.58915088039856,317.20668461199585,0.9791474428557984,-2.6530999619467365e-16,-0.006728996068714477,0.0,0.003093705526826624,0.0067289960687142115
16,53.598427180984075,357.0298373629857,0.9492354268180085,10,1.3924809078621652,4.024822891788021,14.845319353592997,381.43981067313706,325.5625162656574,0.9738893111871817,-3.399724946007154e-16,-0.0077292779113709185,0.0,0.004459137148490487,0.0077292779113705785
17,64.07636626907573,375.5341661160038,0.9388037953772492,10,1.3850996595702207,3.995224047288438,17.375774811484348,415.5206854712229,349.32569918770133,0.9667272573386874,-1.2989609388114332e-17,-0.005378451316932403,0.0,0.0045844507824829815,0.00537845131693239
18,63.336366342040336,387.12540596903466,0.9548249010214274,10,1.3776367650341264,3.9655190919175105,13.460062951776953,415.70632983449246,367.4449422480036,0.9595395277657756,-1.1205480987541706e-16,-0.007977962561856252,0.0,0.004483679476647784,0.00797796256185614
19,69.5197049885292,402.47569444381685,0.9605140641916395,10,1.3662419486472686,3.920589200067755,15.067919965487501,426.9469939563002,380.27632269458087,0.9486678092823236,2.3594494413803347e-17,-0.006836391048395527,0.0,0.003863216838911515,0.00683639104839555
20,74.64778570481529,407.41324332044553,0.9667357652039158,10,1.3613364084332709,3.901403688208085,8.25973158323115,427.3779985434473,397.8705253823289,0.9440254770773683,-3.650857394177365e-16,-0.00539094161409875,0.0,0.0038846872673189417,0.005390941614098385
